Analyst 21,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 22,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 23,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 24,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 25,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 26,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 27,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 28,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 29,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 30,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 31,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 32,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 33,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 34,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 35,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 36,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 37,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 38,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 39,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments,,Analyst 40,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes…,,,Starch Present?,PAD #,Date Analyzed,Comments
83,T21-G67Z ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,33195,19/9/2018,,,83,T22-SRUV ,Benzyl Penicillin,Paracetamol Starch,Suspicious,F,,,Yes,35110,9/8/2018,,,83,T23-6EHG ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,35439,17/8/2018,,,83,T24-OUVH ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,35554,10/9/2018,,,83,T25-VBEX ,Benzyl Penicillin,Lactose,Suspicious,F,,,,32889,9/9/2018,,,83,T26-CRO6 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,35932,27/9/2018,,,83,T27-UDG9 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,36330,6/9/2018,,,83,T28-BBFG ,Benzyl Penicillin,Cellulose,Suspicious,F,,,,31939,5/9/2018,,,83,T29-9IRN ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,31777,12/9/2018,,,83,T30-R42B ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,30591,5/9/2018,,,83,T31-1KGW ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,34041,17/9/2018,,,83,T32-KQKA ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32275,4/9/2018,,,83,T33-GVZR ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,33774,14/8/2018,,,83,T34-QTHN ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,33908,13/8/2018,,,83,T35-QF09 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32768,13/9/2018,,,83,T36-RGY2 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,33674,23/9/2018,,,83,T37-T373V ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,34550,8/9/2018,,,83,T38-KT30 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,35704,4/9/2018,,,83,T39-TR56 ,Benzyl Penicillin,Starch,Suspicious,F,,,,32666,20/9/2018,,,83,T40-TVHC ,Benzyl Penicillin,Cellulose,Suspicious,F,,,,34592,22/9/2018,
84,T21-0VZU ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,31750,10/8/2018,,,84,T22-ANI4 ,Benzyl Penicillin,Paracetamol Starch,Suspicious,F,,,Yes,35157,10/9/2018,,,84,T23-2DAF ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,34704,20/9/2018,,,84,T24-CFW4 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,35548,10/9/2018,,,84,T25-UTAP ,Benzyl Penicillin,Lactose,Suspicious,F,,,,32266,4/9/2018,,,84,T26-NHPA ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,35207,10/8/2018,,,84,T27-QO1X ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,36294,6/9/2018,,,84,T28-0ID0 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32059,7/9/2018,,,84,T29-6US6 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,34229,21/8/2018,,,84,T30-FK7V ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,35164,21/8/2018,,,84,T31-IEHR ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32084,22/8/2018,,,84,T32-A82I ,Benzyl Penicillin,Cellulose,Suspicious,F,,,,32272,4/9/2018,,,84,T33-ZN7H ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,34844,6/9/2018,,,84,T34-4VZG ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,33910,13/8/2018,,,84,T35-4DFY ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32332,13/9/2018,,,84,T36-RNJN ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32713,9/9/2018,,,84,T37-5A7R ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,34777,1/9/2018,,,84,T38-NKJF ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,34522,4/9/2018,,,84,T39-7S5S ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32703,20/9/2018,,,84,T40-FHQ8 ,Benzyl Penicillin,Cellulose,Suspicious,F,,,,33708,8/9/2018,
85,T21-AFQB ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,30415,13/8/2018,,,85,T22-YCQ2 ,Benzyl Penicillin,Paracetamol Starch,Suspicious,F,,,Yes,35406,10/9/2018,,,85,T23-S2KM ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,35034,22/9/2018,,,85,T24-CZC1 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,35555,10/9/2018,,,85,T25-BWJ8 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32892,9/9/2018,,,85,T26-FIWA ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,35933,27/9/2018,,,85,T27-S66V ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,31736,22/8/2018,,,85,T28-NB3A ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,31601,8/9/2018,,,85,T29-OM5S ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,34233,21/8/2018,,,85,T30-RVAZ ,Benzyl Penicillin,Lactose,Suspicious,F,,,,33973,4/9/2018,,,85,T31-ET316 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32085,22/8/2018,,,85,T32-LH2B ,Benzyl Penicillin,Cellulose,Suspicious,F,,,,29885,4/9/2018,,,85,T33-T5OP ,Benzyl Penicillin,Starch,Suspicious,F,,,Yes,34951,14/8/2018,,,85,T34-YAS5 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,34605,18/9/2018,,,85,T35-18OA ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32769,13/9/2018,,,85,T36-LC2W ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,35345,19/8/2018,,,85,T37-J8YD ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,34550,8/9/2018,,,85,T38-NPX3 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32349,25/9/2018,,,85,T39-IQHR ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32572,21/8/2018,,,85,T40-21EL ,Benzyl Penicillin,Cellulose,Suspicious,F,,,,30375,20/8/2018,
86,T21-I6WK ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,34894,23/8/2018,,,86,T22-ZVYY ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,35411,8/8/2018,,,86,T23-ICW4 ,Benzyl Penicillin,Lactose,Suspicious,F,,,,30470,26/8/2018,,,86,T24-57S7 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,33666,30/8/2018,,,86,T25-E3B4 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,30589,19/8/2018,,,86,T26-12IH ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,30277,26/9/2018,,,86,T27-BBC3 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,30129,17/9/2018,,,86,T28-1BQM ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,31942,15/8/2018,,,86,T29-9PI2 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,31834,6/9/2018,,,86,T30-3GZ4 ,Benzyl Penicillin,Lactose,Suspicious,F,,,,34365,21/8/2018,,,86,T31-WVLB ,Benzyl Penicillin,Lactose,Suspicious,F,,,,30161,28/8/2018,,,86,T32-XYDO ,Benzyl Penicillin,Cellulose,Suspicious,F,,,,34810,22/8/2018,,,86,T33-ZBV9 ,Benzyl Penicillin,Starch,Suspicious,F,,,Yes,34975,14/8/2018,,,86,T34-IP9E ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,34537,5/9/2018,,,86,T35-3R28 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,30254,21/8/2018,,,86,T36-6MC0 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,33663,23/9/2018,,,86,T37-9IVG ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,34548,8/9/2018,,,86,T38-HPI2 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,35705,4/9/2018,,,86,T39-IVAH ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32561,21/8/2018,,,86,T40-L8X4 ,Benzyl Penicillin,Cellulose,Suspicious,F,,,,33707,8/9/2018,
87,T21-6FPB ,Benzyl Penicillin,Lactose,Suspicious,F,,,,33206,19/9/2018,,,87,T22-FUN5 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,30424,27/8/2018,,,87,T23-R6Y2 ,Benzyl Penicillin,Lactose,Suspicious,F,,,,34711,21/9/2018,,,87,T24-FJOL ,Benzyl Penicillin,Paracetamol Starch,Suspicious,F,,,Yes,35562,30/8/2018,,,87,T25-LXFK ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,30537,19/8/2018,,,87,T26-UUQR ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,35929,26/9/2018,,,87,T27-HD2Z ,Benzyl Penicillin,Lactose,Suspicious,F,,,,35530,4/8/2018,,,87,T28-6YQS ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32045,15/8/2018,,,87,T29-IDD6 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,30284,6/9/2018,,,87,T30-RL9U ,Benzyl Penicillin,Lactose,Suspicious,F,,,,33977,3/9/2018,,,87,T31-GLZS ,Benzyl Penicillin,Lactose,Suspicious,F,,,,31881,28/8/2018,,,87,T32-5AP4 ,Benzyl Penicillin,Paracetamol Starch,Suspicious,F,,,,34748,10/9/2018,,,87,T33-P7H4 ,Benzyl Penicillin,Lactose,Suspicious,F,,,,34945,14/8/2018,,,87,T34-AEN0 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,33894,13/8/2018,,,87,T35-6DWN ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32772,13/9/2018,,,87,T36-IX77 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32503,9/9/2018,,,87,T37-30J6 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,34776,1/9/2018,,,87,T38-5844 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,34558,4/9/2018,,,87,T39-1P6W ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32560,21/8/2018,,,87,T40-TGL6 ,Benzyl Penicillin,Cellulose,Suspicious,F,,,,34593,22/9/2018,
88,T21-KSNB ,Benzyl Penicillin,Lactose,Suspicious,F,,,,33192,19/9/2018,,,88,T22-K5VC ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,35126,10/9/2018,,,88,T23-9WW6 ,Benzyl Penicillin,Cellulose,Suspicious,F,,,,34708,22/9/2018,,,88,T24-MNEW ,Benzyl Penicillin,Lactose,Suspicious,F,,,,35549,10/9/2018,,,88,T25-72UV ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,30590,19/8/2018,,,88,T26-9EPR ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32792,5/9/2018,,,88,T27-NSU8 ,Benzyl Penicillin,Paracetamol Starch,Suspicious,F,,,Yes,35882,16/9/2018,,,88,T28-Q6Z4 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32044,15/8/2018,,,88,T29-7NOV ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,30285,6/9/2018,,,88,T30-I6SC ,Benzyl Penicillin,Lactose,Suspicious,F,,,,33982,3/9/2018,,,88,T31-0Y3D ,Benzyl Penicillin,Lactose,Suspicious,F,,,,31880,28/8/2018,,,88,T32-9UE6 ,Benzyl Penicillin,Starch,Suspicious,F,,,Yes,30024,18/8/2018,,,88,T33-KAJ2 ,Benzyl Penicillin,Lactose,Suspicious,F,,,,32961,21/9/2018,,,88,T34-3WBR ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,34539,5/9/2018,,,88,T35-VU7Y ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32828,7/9/2018,,,88,T36-DN6E ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,33676,23/9/2018,,,88,T37-B2RY ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,34691,20/8/2018,,,88,T38-R2KN ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32227,14/8/218,,,88,T39-5EMJ ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,35809,14/9/2018,,,88,T40-Z8ZX ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,30369,20/8/2018,
89,T21-FBV6 ,Benzyl Penicillin,Cellulose,Suspicious,F,,,,33765,23/8/2018,,,89,T22-HSWB ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,35125,10/9/2018,,,89,T23-M4YX ,Benzyl Penicillin,Cellulose,Suspicious,F,,,,34255,17/8/2018,,,89,T24-72EY ,Benzyl Penicillin,Cellulose,Suspicious,F,,,,31608,22/8/2018,,,89,T25-CILS ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32268,4/9/2018,,,89,T26-TPHX ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32791,5/9/2018,,,89,T27-126P ,Benzyl Penicillin,Paracetamol Starch,Suspicious,F,,,Yes,30120,16/9/2018,,,89,T28-PBWV ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32042,5/9/2018,,,89,T29-B20A ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,31835,6/9/2018,,,89,T30-C0FY ,Benzyl Penicillin,Lactose,Suspicious,F,,,,34375,21/8/2018,,,89,T31-D4OG ,Benzyl Penicillin,Lactose,Suspicious,F,,,,31893,22/8/2018,,,89,T32-K7UF ,Benzyl Penicillin,Starch,Suspicious,F,,,Yes,35186,4/9/2018,,,89,T33-GA9T ,Benzyl Penicillin,Lactose,Suspicious,F,,,,34961,14/8/2018,,,89,T34-EJZF ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,33913,13/8/2018,,,89,T35-E3I8 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32642,13/9/2018,,,89,T36-HHN2 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32500,9/9/2019,,,89,T37-1JPR ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,34743,20/8/2018,,,89,T38-W53J ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32347,25/9/2018,,,89,T39-XEFP ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,35815,14/9/2018,,,89,T40-IGKX ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,33706,8/9/2018,
90,T21-O1JA ,Benzyl Penicillin,Cellulose,Suspicious,F,,,,31718,13/8/2018,,,90,T22-OYPP ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,35127,10/9/2018,,,90,T23-6UT5 ,Benzyl Penicillin,Cellulose,Suspicious,F,,,,30465,20/8/2018,,,90,T24-ST2W ,Benzyl Penicillin,Cellulose,Suspicious,F,,,,36038,13/8/2018,,,90,T25-LXHX ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32895,9/9/2018,,,90,T26-CFW9 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,30278,26/9/2018,,,90,T27-0L95 ,Benzyl Penicillin,Paracetamol Starch,Suspicious,F,,,Yes,35534,4/9/2018,,,90,T28-VYGG ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,31600,8/9/2018,,,90,T29-CE9L ,Benzyl Penicillin,Penicillin Procaine,Suspicious,F,,,,33746,21/8/2018,,,90,T30-D6K4 ,Benzyl Penicillin,Lactose,Suspicious,F,,,,35389,21/8/2018,,,90,T31-ZGE6 ,Benzyl Penicillin,Lactose,Suspicious,F,,,,31894,22/8/2018,,,90,T32-K79Y ,Benzyl Penicillin,Starch,Suspicious,F,,,Yes,30028,18/8/2018,,,90,T33-GX7I ,Benzyl Penicillin,Lactose,Suspicious,F,,,,34973,14/8/2018,,,90,T34-PNK7 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,34579,18/9/2018,,,90,T35-N0TJ ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32644,13/9/2018,,,90,T36-EOT36 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32502,9/9/2018,,,90,T37-IXY0 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,34690,20/8/2018,,,90,T38-THA7 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,32169,14/8/2018,,,90,T39-7H92 ,Benzyl Penicillin,Vitamin C,Suspicious,F,,,,35808,14/9/2018,,,90,T40-TBK4 ,Benzyl Penicillin,Paracetamol Starch,Suspicious,F,,,,34609,22/9/2018,
91,T21-ELBK ,Penicillin Procaine,Penicillin Procaine,Pencillin Procaine,,,,,30119,18/9/2018,,,91,T22-9PGX ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,35382,11/9/2018,,,91,T23-1Z9P ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,32017,15/9/2018,,,91,T24-POJ3 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,29807,10/9/2018,,,91,T25-8LM0 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,29785,4/9/2018,,,91,T26-PQ1Y ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,34345,15/8/2018,,,91,T27-N3HL ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,30269,21/8/2018,,,91,T28-LFD2 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,30483,12/8/2018,,,91,T29-49ST ,Penicillin Procaine,Penicillin Procaine,Suspicious,,,F,,34186,31/8/2018,,,91,T30-R6VQ ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,35410,21/8/2018,,,91,T31-OM07 ,Penicillin Procaine,Penicillin Procaine,Suspicious,,E,,,31665,6/9/2018,,,91,T32-2LDR ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,32438,20/8/2018,,,91,T33-70N6 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,34838,7/9/2018,,,91,T34-FSGD ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,30762,19/9/2018,,,91,T35-AC1V ,Penicillin Procaine,Penicillin Procaine,Penicllin Procaine,,,,,30246,20/8/2018,,,91,T36-NDMF ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,35421,19/8/2018,,,91,T37-KQVY ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,35981,2/9/2018,,,91,T38-QJDK ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,32345,25/9/2018,,,91,T39-BOII ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,32636,24/9/2018,,,91,T40-CSPL ,Penicillin Procaine,Penicillin Procaine,Pencillin Procaine,,,,,33684,8/9/2018,
92,T21-YNDZ ,Penicillin Procaine,Penicillin Procaine,Pencillin Procaine,,,,,30112,18/9/2018,,,92,T22-P5L5 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,30430,28/8/2018,,,92,T23-ALTE ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,34729,16/9/2018,,,92,T24-Y2DP ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,29800,10/9/2018,,,92,T25-P1IQ ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,31791,9/9/2018,,,92,T26-LKKF ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,34850,15/8/2018,,,92,T27-ZXHZ ,Penicillin Procaine,Penicillin Procaine,Suspicious,,E,,,35517,4/9/2018,,,92,T28-RLEE ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,29828,12/8/2018,,,92,T29-HLED ,Penicillin Procaine,Penicillin Procaine,Suspicious,D,,,,29927,20/9/2018,,,92,T30-DHQ7 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,33963,3/9/2018,,,92,T31-BGQ8 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,30409,17/8/2018,,,92,T32-KHS8 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,35190,4/9/2018,,,92,T33-GZGC ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,34724,21/9/2018,,,92,T34-9H07 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,34858,3/9/2018,,,92,T35-9MBS ,Penicillin Procaine,Penicillin Procaine,Penicllin Procaine,,,,,36260,30/8/2018,,,92,T36-JCC2 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,33678,23/9/2018,,,92,T37-P0Z1 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,33670,13/8/2018,,,92,T38-NEVU ,Penicillin Procaine,Penicillin Procaine,Suspicious,,E,,,32258,25/9/2018,,,92,T39-ATPS ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,32574,21/8/2018,,,92,T40-GSM8 ,Penicillin Procaine,Penicillin Procaine,Suspicious,,E,,,33705,8/9/2018,
93,T21-UFPZ ,Penicillin Procaine,Penicillin Procaine,Pencillin Procaine,,,,,35354,10/8/2018,,,93,T22-5AR6 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,30206,29/8/2018,,,93,T23-B758 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,31657,10/9/2018,,,93,T24-9YW8 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,36003,13/8/2018,,,93,T25-CM5X ,Penicillin Procaine,Penicillin Procaine,Suspicious,,E,,,31789,9/9/2018,,,93,T26-3JDU ,Penicillin Procaine,Penicillin Procaine,Suspicious,,E,,,35322,14/8/2018,,,93,T27-98OW ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,30266,21/8/2018,,,93,T28-L40B ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,31616,8/9/2018,,,93,T29-8BJE ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,34234,21/8/2018,,,93,T30-JX8X ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,33964,3/9/2018,,,93,T31-ATBB ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,30352,17/8/2018,,,93,T32-7202 ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,32435,20/8/2018,,,93,T33-IX1B ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,34755,21/9/2018,,,93,T34-7FXJ ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,34856,3/9/2018,,,93,T35-IEOP ,Penicillin Procaine,Penicillin Procaine,Suspicious,,,F,,32329,13/9/2018,,,93,T36-62SZ ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,31999,22/9/2018,,,93,T37-HX7X ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,34462,2/9/2018,,,93,T38-JY2C ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,32625,14/8/2018,,,93,T39-SGYE ,Penicillin Procaine,Penicillin Procaine,Penicillin Procaine,,,,,35888,14/9/2018,,,93,T40-R9MD ,Penicillin Procaine,Penicillin Procaine,Pencillin Procaine,,,,,34869,19/8/2018,
